Listing title,eBay item ID,Current promoted listings status,Quantity available,Total impressions on eBay site,Top 20 search slot impressions from promoted listings,% change in top 20 search slot impressions from promoted listings,Top 20 search slot organic impressions,% change in top 20 search slot impressions,Rest of search slot impressions,Non-search promoted listings impressions,% Change in non-search promoted listings impressions,Non-search organic impressions,% Change in non-search organic impressions,Total promoted listings impressions (applies to eBay site only),Total organic impressions on eBay site,Total page views,Page views via promoted listings impressions on eBay site,"Page views via promoted listings Impressions from outside eBay (search engines, affilliates)",Page views via organic impressions on eBay site,Page views from organic impressions outside eBay (Includes page views from search engines),Click-through rate = Page views from eBay site/Total impressions,Quantity sold,Sales conversion rate = Quantity sold/Total page views
Handlebar Handguards for EXC SX 500-125 Motorcycle Hand Guard Protector,404184796646,Promoted,10,333,3,-25.00%,4,-41.70%,24,283,-20.30%,19,-64.20%,289,44,1,0,0,0,1,0.00%,0,0.00%
Handlebar Handguards for EXC SX 500-125 Motorcycle Hand Guard Protector,404184798050,Promoted,10,"1,512",3,200.00%,7,233.30%,62,"1,395",646.00%,45,50.00%,"1,413",99,1,0,0,1,0,0.10%,0,0.00%
Handlebar Handguards for EXC SX 500-125 Motorcycle Hand Guard Protector,404184802017,Promoted,10,358,2,100.00%,8,150.00%,24,299,-13.80%,25,-51.00%,304,54,1,0,0,0,1,0.00%,0,0.00%
Smart Pixel Clock Social Media Subscriber Followers Count Clock  Pixel Display,404238946554,Promoted,10,763,25,-45.70%,24,-53.30%,87,390,19.30%,237,-25.00%,424,339,12,9,0,2,1,1.40%,0,0.00%
Collapsible Carbon Fiber Trekking Poles Sticks Lightweight Hiking Climbing,404312772273,Promoted,10,129,2,100.00%,17,-,37,45,100.00%,28,100.00%,50,79,0,0,0,0,0,0.00%,0,-
3PCS Portable Outdoor Camping Foldable Stainless Steel Cutlery Tableware Set,404312788222,Promoted,10,120,0,100.00%,1,-,8,70,100.00%,41,100.00%,70,50,0,0,0,0,0,0.00%,0,-
Widesea Mini Camping Table Foldable Mini  Portable Camping Table,404312809091,Promoted,10,50,1,100.00%,3,-,11,29,100.00%,6,100.00%,30,20,0,0,0,0,0,0.00%,0,-
12-in-1 Compact Vegetable Slicer & Cutter – Ideal for Fruits and Veggies,404321435352,Promoted,10,3,0,100.00%,0,-,0,0,100.00%,3,100.00%,0,3,1,0,0,0,1,0.00%,0,0.00%
Portable Mini Electric Air Pump Wireless Digital Display for Car and Bike Tires,404322209784,Non-promoted,10,23,0,100.00%,3,-,14,0,100.00%,6,100.00%,0,23,0,0,0,0,0,0.00%,0,-
Handheld Electric Milk Frother Lightweight Portable Coffee Foam Whisk,404322231130,Non-promoted,10,23,0,100.00%,11,-,6,0,100.00%,6,100.00%,0,23,0,0,0,0,0,0.00%,0,-
Sur-Ron Extended Foot Peg Kit Upgraded CNC Foot Pegs For Sur Ron Lightbee Segway,403970425458,Promoted,9,"1,467",55,14.60%,110,-11.30%,269,513,95.80%,520,39.40%,635,832,21,5,1,8,7,0.90%,0,0.00%
Garden Hose-Powered Snow Foam Washer Gun Car Wash Soap Lance Cannon Sprayer,403849885329,Promoted,8,"18,777",42,13.50%,195,1.30%,"1,101","14,579",-5.20%,"2,860",-34.40%,"14,671","4,106",46,14,1,29,2,0.20%,0,0.00%
White Motorcycle LED Headlight & Fairing For KTM EXC SXF MX Dirt Bike Supermoto,403875520311,Promoted,7,"2,480",5,-54.50%,76,-44.10%,317,"1,160",-43.90%,922,-43.20%,"1,196","1,284",19,2,0,16,1,0.70%,0,0.00%
Black Motorcycle LED Headlight & Fairing For KTM EXC SXF MX Dirt Bike Supermoto,403875520310,Promoted,4,"7,948",34,-19.00%,379,-49.40%,976,"4,463",4.00%,"2,096",-45.50%,"4,617","3,331",63,11,0,48,4,0.70%,0,0.00%
Orange Motorcycle LED Headlight & Fairing For KTM EXC SXF MX Dirt Bike Supermoto,403875520309,Promoted,0,3,0,-,2,-,0,0,-,1,-50.00%,0,3,2,0,0,1,1,33.30%,0,0.00%
RGB5050 USB Powered TV Backlight - Compatible with 24-60 inch TVs & Mirrors,404123322934,Promoted,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
Silicone Faucet Mat - Splash Catcher for Kitchen/Bathroom Sinks,404185912810,Promoted,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
100 Grid Coin Protection Boxes Coin Collection Box Coin Storage Box 18/21/25/27/,404207123474,Promoted,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
100 Grid Coin Storage Coin Collection Box with 18/21/25/27/30mm Compartments,404207123508,Promoted,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
